nx,nz,solid_seconds,modal_p,modal_nz,w_difference_percent,centre_stress_difference_percent,edge_stress_difference_percent,solid_residual
12,8,7.893815287003235,241,48,0.008504762779626418,0.5399094281426907,20.937944587641365,7.298266695001448e-14
16,8,23.312278707002406,241,48,0.004272305978614277,0.3248752371425681,21.226612770091723,8.271053498217323e-14
