group,level,reference_level,w_change_percent,centre_stress_profile_change_percent,edge_stress_profile_change_percent
convergence_modes,31,241,0.0056658206628590335,2.1586292151201985,6.576395160715077
convergence_modes,61,241,0.0007442964844894817,0.9364320556152316,2.213638576694508
convergence_modes,121,241,8.488026534969606e-05,0.31484209736559454,0.726802340492565
convergence_thickness,8,64,0.002198709767609053,0.3056565302341002,0.8935275455673602
convergence_thickness,16,64,0.00013783869017292005,0.08902884567343382,0.415592534447568
convergence_thickness,32,64,8.199586165602568e-06,0.018614751011970757,0.1132333580694553
